#X [m], Y [m], Z [m], By [T]
0.0	0.0	-6.1	0.0
0.0	0.0	-6.09939	0.0
0.0	0.0	-6.09878	0.0
0.0	0.0	-6.09817	0.0
0.0	0.0	-6.09756	0.0
0.0	0.0	-6.09695	0.0
0.0	0.0	-6.09634	0.0
0.0	0.0	-6.09573	0.0
0.0	0.0	-6.09512	0.0
0.0	0.0	-6.09451	0.0
0.0	0.0	-6.0939	0.0
0.0	0.0	-6.09329	0.0
0.0	0.0	-6.09268	0.0
0.0	0.0	-6.09207	0.0
0.0	0.0	-6.09146	0.0
0.0	0.0	-6.09085	0.0
0.0	0.0	-6.09024	0.0
0.0	0.0	-6.08963	0.0
0.0	0.0	-6.08902	0.0
0.0	0.0	-6.08841	0.0
0.0	0.0	-6.0878	0.0
0.0	0.0	-6.08719	0.0
0.0	0.0	-6.08658	0.0
0.0	0.0	-6.08597	0.0
0.0	0.0	-6.08536	0.0
0.0	0.0	-6.08475	0.0
0.0	0.0	-6.08414	0.0
0.0	0.0	-6.08353	0.0
0.0	0.0	-6.08292	0.0
0.0	0.0	-6.08231	0.0
0.0	0.0	-6.0817	0.0
0.0	0.0	-6.08109	0.0
0.0	0.0	-6.08048	0.0
0.0	0.0	-6.07987	0.0
0.0	0.0	-6.07926	0.0
0.0	0.0	-6.07865	0.0
0.0	0.0	-6.07804	0.0
0.0	0.0	-6.07743	0.0
0.0	0.0	-6.07682	0.0
0.0	0.0	-6.07621	0.0
0.0	0.0	-6.0756	0.0
0.0	0.0	-6.07499	0.0
0.0	0.0	-6.07438	0.0
0.0	0.0	-6.07377	0.0
0.0	0.0	-6.07316	0.0
0.0	0.0	-6.07255	0.0
0.0	0.0	-6.07194	0.0
0.0	0.0	-6.07133	0.0
0.0	0.0	-6.07072	0.0
0.0	0.0	-6.07011	0.0
0.0	0.0	-6.0695	0.0
0.0	0.0	-6.06889	0.0
0.0	0.0	-6.06828	0.0
0.0	0.0	-6.06767	0.0
0.0	0.0	-6.06706	0.0
0.0	0.0	-6.06645	0.0
0.0	0.0	-6.06584	0.0
0.0	0.0	-6.06523	0.0
0.0	0.0	-6.06462	0.0
0.0	0.0	-6.06401	0.0
0.0	0.0	-6.0634	0.0
0.0	0.0	-6.06279	0.0
0.0	0.0	-6.06218	0.0
0.0	0.0	-6.06157	0.0
0.0	0.0	-6.06096	0.0
0.0	0.0	-6.06035	0.0
0.0	0.0	-6.05974	0.0
0.0	0.0	-6.05913	0.0
0.0	0.0	-6.05852	0.0
0.0	0.0	-6.05791	0.0
0.0	0.0	-6.0573	0.0
0.0	0.0	-6.05669	0.0
0.0	0.0	-6.05608	0.0
0.0	0.0	-6.05547	0.0
0.0	0.0	-6.05486	0.0
0.0	0.0	-6.05425	0.0
0.0	0.0	-6.05364	0.0
0.0	0.0	-6.05303	0.0
0.0	0.0	-6.05242	0.0
0.0	0.0	-6.05181	0.0
0.0	0.0	-6.0512	0.0
0.0	0.0	-6.05059	0.0
0.0	0.0	-6.04998	0.0
0.0	0.0	-6.04937	0.0
0.0	0.0	-6.04876	0.0
0.0	0.0	-6.04815	0.0
0.0	0.0	-6.04754	0.0
0.0	0.0	-6.04693	0.0
0.0	0.0	-6.04632	0.0
0.0	0.0	-6.04571	0.0
0.0	0.0	-6.0451	0.0
0.0	0.0	-6.04449	0.0
0.0	0.0	-6.04388	0.0
0.0	0.0	-6.04327	0.0
0.0	0.0	-6.04266	0.0
0.0	0.0	-6.04205	0.0
0.0	0.0	-6.04144	0.0
0.0	0.0	-6.04083	0.0
0.0	0.0	-6.04022	0.0
0.0	0.0	-6.03961	0.0
0.0	0.0	-6.039	0.0
0.0	0.0	-6.03839	0.0
0.0	0.0	-6.03778	0.0
0.0	0.0	-6.03717	0.0
0.0	0.0	-6.03656	0.0
0.0	0.0	-6.03595	0.0
0.0	0.0	-6.03534	0.0
0.0	0.0	-6.03473	0.0
0.0	0.0	-6.03412	0.0
0.0	0.0	-6.03351	0.0
0.0	0.0	-6.0329	0.0
